transaction_id,customer_id,transaction_date,transaction_type,amount,transaction_frequency,average_transaction_amount,account_age_days,merchant_category,location,fraud_status
2165,15780498,2024-03-31 04:00:00,Withdrawal,4178.67,30,3344.39,1736,Online,Hyderabad,Normal
2166,15583580,2024-03-31 05:00:00,Payment,3190.99,8,90.81,459,Retail,Bangalore,Normal
2167,15775153,2024-03-31 06:00:00,Payment,3424.1,40,18455.38,2646,Online,Delhi,Suspicious
2168,15649150,2024-03-31 07:00:00,Payment,6588.28,5,3261.48,2160,Travel,Bangalore,Normal
2169,15673747,2024-03-31 08:00:00,Deposit,459.33,12,143.32,2407,Food,Mumbai,Normal
2170,15580493,2024-03-31 09:00:00,Transfer,5515.82,1,3566.17,720,Retail,Bangalore,Normal
2171,15765461,2024-03-31 10:00:00,Payment,11307.8,15,2298.46,2534,Travel,Delhi,Normal
2172,15608109,2024-03-31 11:00:00,Withdrawal,297.63,25,97.33,382,Travel,Delhi,Normal
2173,15630920,2024-03-31 12:00:00,Payment,757.91,18,10330.72,2421,Online,Hyderabad,Normal
2174,15751943,2024-03-31 13:00:00,Deposit,6305.04,38,42.49,1147,Online,Delhi,Normal
2175,15737452,2024-03-31 14:00:00,Transfer,2874.88,42,3449.78,1435,Online,Mumbai,Normal
2176,15760570,2024-03-31 15:00:00,Deposit,2583.79,46,13058.71,2839,Food,Bangalore,Normal
2177,15573456,2024-03-31 16:00:00,Deposit,736.51,26,1085.16,1348,Bills,Chennai,Normal
2178,15725076,2024-03-31 17:00:00,Deposit,3533.9,40,1173.08,2275,Bills,Delhi,Normal
2179,15611331,2024-03-31 18:00:00,Withdrawal,676.5,3,1.69,108,Online,Bangalore,Normal
2180,15730076,2024-03-31 19:00:00,Transfer,3237.24,22,274.62,707,Online,Hyderabad,Normal
2181,15794841,2024-03-31 20:00:00,Transfer,7211.47,26,183.71,580,Food,Chennai,Normal
2182,15656822,2024-03-31 21:00:00,Withdrawal,1493.81,19,6918.66,849,Bills,Hyderabad,Normal
2183,15658946,2024-03-31 22:00:00,Transfer,3277.2,44,7249.59,243,Food,Mumbai,Normal
2184,15697310,2024-03-31 23:00:00,Deposit,24151.56,44,5188.74,1696,Travel,Hyderabad,Suspicious
2185,15658233,2024-04-01 00:00:00,Transfer,5802.18,47,1740.06,698,Bills,Bangalore,Normal
2186,15666884,2024-04-01 01:00:00,Withdrawal,9205.49,39,6887.17,1018,Online,Chennai,Normal
2187,15608956,2024-04-01 02:00:00,Deposit,2679.41,36,3104.15,923,Retail,Hyderabad,Normal
2188,15590730,2024-04-01 03:00:00,Withdrawal,7302.09,21,1451.41,188,Travel,Hyderabad,Normal
2189,15786433,2024-04-01 04:00:00,Payment,206.76,41,2299.87,2816,Retail,Mumbai,Normal
2190,15673907,2024-04-01 05:00:00,Deposit,655.74,48,272.12,2634,Food,Bangalore,Normal
2191,15797065,2024-04-01 06:00:00,Deposit,1134.95,26,11595.05,2278,Food,Hyderabad,Normal
2192,15752137,2024-04-01 07:00:00,Transfer,2570.42,13,3861.05,51,Food,Bangalore,Normal
2193,15654457,2024-04-01 08:00:00,Deposit,9345.74,36,5255.66,1794,Online,Delhi,Normal
2194,15785485,2024-04-01 09:00:00,Withdrawal,2125.27,24,4515.26,1959,Food,Mumbai,Normal
2195,15600975,2024-04-01 10:00:00,Transfer,5315.57,41,4407.47,1291,Retail,Mumbai,Normal
2196,15575185,2024-04-01 11:00:00,Payment,6177.56,26,69.65,1202,Travel,Mumbai,Normal
2197,15668775,2024-04-01 12:00:00,Withdrawal,4411.65,21,2980.89,814,Online,Bangalore,Normal
2198,15756538,2024-04-01 13:00:00,Payment,2209.93,18,6897.38,1632,Travel,Hyderabad,Normal
2199,15581280,2024-04-01 14:00:00,Payment,4302.55,15,182.16,2084,Food,Hyderabad,Normal
2200,15738662,2024-04-01 15:00:00,Payment,2094.77,15,12509.35,1286,Bills,Bangalore,Normal
2201,15578722,2024-04-01 16:00:00,Deposit,438.01,6,2207.7,1922,Online,Bangalore,Normal
2202,15636767,2024-04-01 17:00:00,Withdrawal,24671.13,43,1369.37,2881,Food,Delhi,Suspicious
2203,15616954,2024-04-01 18:00:00,Withdrawal,680.14,31,3035.62,2845,Online,Chennai,Normal
2204,15623489,2024-04-01 19:00:00,Deposit,375.5,28,6462.11,608,Bills,Chennai,Normal
2205,15799652,2024-04-01 20:00:00,Transfer,10540.47,8,2575.56,1130,Retail,Mumbai,Normal
2206,15708791,2024-04-01 21:00:00,Payment,1796.5,29,4143.74,518,Retail,Hyderabad,Normal
2207,15789974,2024-04-01 22:00:00,Withdrawal,5253.35,21,2771.9,955,Retail,Mumbai,Normal
2208,15674671,2024-04-01 23:00:00,Deposit,1994.97,17,3990.79,2164,Bills,Hyderabad,Normal
2209,15708713,2024-04-02 00:00:00,Payment,2483.42,49,594.14,1817,Travel,Hyderabad,Normal
2210,15810716,2024-04-02 01:00:00,Transfer,1519.82,24,157.72,2020,Bills,Delhi,Normal
2211,15775741,2024-04-02 02:00:00,Transfer,2100.69,36,588.91,251,Bills,Bangalore,Normal
2212,15755722,2024-04-02 03:00:00,Payment,2644.1,31,1346.58,2490,Food,Bangalore,Normal
2213,15754105,2024-04-02 04:00:00,Transfer,6372.26,47,1168.67,2661,Retail,Bangalore,Normal
2214,15718039,2024-04-02 05:00:00,Withdrawal,3582.45,34,3819.87,2279,Online,Chennai,Normal
2215,15613085,2024-04-02 06:00:00,Withdrawal,14373.35,2,2434.41,2648,Travel,Bangalore,Normal
2216,15632446,2024-04-02 07:00:00,Withdrawal,213.91,42,158.34,2298,Online,Chennai,Normal
2217,15656029,2024-04-02 08:00:00,Transfer,3496.51,3,141.95,2234,Food,Mumbai,Normal
2218,15626212,2024-04-02 09:00:00,Withdrawal,4388.05,30,379.83,1778,Food,Chennai,Normal
2219,15636330,2024-04-02 10:00:00,Deposit,12640.97,8,1742.14,2206,Travel,Hyderabad,Normal
2220,15619045,2024-04-02 11:00:00,Withdrawal,252.04,7,24.81,1296,Online,Delhi,Normal
2221,15649858,2024-04-02 12:00:00,Withdrawal,4260.71,12,2724.77,1225,Travel,Delhi,Normal
2222,15723671,2024-04-02 13:00:00,Transfer,9608.09,19,1789.34,1556,Travel,Hyderabad,Normal
2223,15582168,2024-04-02 14:00:00,Withdrawal,1384.88,26,3242.69,1533,Retail,Mumbai,Normal
2224,15777067,2024-04-02 15:00:00,Payment,10449.17,28,5103.67,906,Online,Delhi,Normal
2225,15720636,2024-04-02 16:00:00,Deposit,96.14,15,1155.92,2347,Retail,Hyderabad,Normal
2226,15587038,2024-04-02 17:00:00,Transfer,6592.33,14,683.55,192,Retail,Delhi,Normal
2227,15721189,2024-04-02 18:00:00,Deposit,13523.77,48,1303.22,984,Retail,Chennai,Normal
2228,15806230,2024-04-02 19:00:00,Payment,5353.01,14,7.06,53,Bills,Delhi,Normal
2229,15638068,2024-04-02 20:00:00,Transfer,2890.43,3,511.39,2574,Food,Chennai,Normal
2230,15730738,2024-04-02 21:00:00,Transfer,229.6,29,5558.49,222,Food,Chennai,Normal
2231,15660200,2024-04-02 22:00:00,Withdrawal,12635.76,6,1008.27,907,Bills,Delhi,Normal
2232,15690337,2024-04-02 23:00:00,Deposit,3177.19,49,20668.9,419,Travel,Delhi,Suspicious
2233,15740104,2024-04-03 00:00:00,Payment,147.13,23,734.88,2574,Online,Chennai,Normal
2234,15751180,2024-04-03 01:00:00,Payment,5853.03,28,6219.26,993,Online,Delhi,Normal
2235,15704597,2024-04-03 02:00:00,Transfer,3287.33,14,4883.72,2883,Online,Mumbai,Normal
2236,15814690,2024-04-03 03:00:00,Withdrawal,663.92,14,1555.21,2206,Retail,Bangalore,Normal
2237,15733460,2024-04-03 04:00:00,Transfer,1205.72,20,1606.33,2630,Online,Bangalore,Normal
2238,15679968,2024-04-03 05:00:00,Transfer,333.32,13,3316.34,2438,Online,Hyderabad,Normal
2239,15709199,2024-04-03 06:00:00,Transfer,4270.03,27,7652.3,794,Online,Bangalore,Normal
2240,15744913,2024-04-03 07:00:00,Transfer,4864.7,35,1952.26,2003,Food,Mumbai,Normal
2241,15791700,2024-04-03 08:00:00,Payment,3523.49,45,252.53,1268,Bills,Bangalore,Normal
2242,15645835,2024-04-03 09:00:00,Payment,8494.14,2,1876.3,2364,Travel,Bangalore,Normal
2243,15616270,2024-04-03 10:00:00,Transfer,9866.72,41,929.31,797,Bills,Mumbai,Normal
2244,15713770,2024-04-03 11:00:00,Transfer,4780.68,45,11201.12,2446,Online,Chennai,Normal
2245,15771728,2024-04-03 12:00:00,Withdrawal,64.19,40,4779.71,1522,Travel,Bangalore,Normal
2246,15685329,2024-04-03 13:00:00,Transfer,5940.98,48,208.68,928,Travel,Hyderabad,Normal
2247,15737051,2024-04-03 14:00:00,Payment,2706.42,24,1386.83,1114,Bills,Bangalore,Normal
2248,15721469,2024-04-03 15:00:00,Deposit,4168.46,29,206.08,2339,Bills,Bangalore,Normal
2249,15591169,2024-04-03 16:00:00,Payment,5235.99,3,7088.22,817,Bills,Mumbai,Normal
2250,15814092,2024-04-03 17:00:00,Withdrawal,2155.74,45,9470.47,140,Bills,Mumbai,Normal
2251,15698792,2024-04-03 18:00:00,Payment,12450.51,4,476.39,1882,Retail,Hyderabad,Normal
2252,15737408,2024-04-03 19:00:00,Deposit,719.21,2,2321.35,170,Food,Delhi,Normal
2253,15653547,2024-04-03 20:00:00,Transfer,5566.27,20,10746.13,774,Food,Mumbai,Normal
2254,15643487,2024-04-03 21:00:00,Deposit,21.85,15,627.61,2612,Online,Delhi,Normal
2255,15642448,2024-04-03 22:00:00,Transfer,12928.13,49,1380.7,108,Retail,Hyderabad,Suspicious
2256,15738063,2024-04-03 23:00:00,Transfer,596.76,32,1451.2,1547,Travel,Bangalore,Normal
2257,15604891,2024-04-04 00:00:00,Payment,498.46,42,122.08,2586,Bills,Bangalore,Normal
2258,15683118,2024-04-04 01:00:00,Payment,2024.88,1,147.79,1000,Online,Delhi,Normal
2259,15715047,2024-04-04 02:00:00,Payment,2338.56,38,12212.84,95,Travel,Hyderabad,Normal
2260,15689328,2024-04-04 03:00:00,Withdrawal,1205.9,35,3386.06,1563,Food,Hyderabad,Normal
2261,15690372,2024-04-04 04:00:00,Payment,4398.85,7,1464.87,1424,Travel,Mumbai,Normal
2262,15592765,2024-04-04 05:00:00,Withdrawal,2925.18,45,1903.6,316,Bills,Delhi,Normal
2263,15600337,2024-04-04 06:00:00,Payment,173.87,13,5018.86,152,Bills,Mumbai,Normal
2264,15586821,2024-04-04 07:00:00,Transfer,1925.75,49,1826.09,2632,Food,Delhi,Normal
2265,15580914,2024-04-04 08:00:00,Withdrawal,8315.06,1,1033.84,1033,Bills,Mumbai,Normal
2266,15790093,2024-04-04 09:00:00,Deposit,5851.1,14,429.62,33,Retail,Mumbai,Normal
2267,15654025,2024-04-04 10:00:00,Withdrawal,6452.57,29,5221.56,1869,Online,Hyderabad,Normal
2268,15717426,2024-04-04 11:00:00,Withdrawal,5988.58,3,796.56,441,Food,Hyderabad,Normal
2269,15619616,2024-04-04 12:00:00,Deposit,1862.37,46,288.77,279,Food,Bangalore,Normal
2270,15781989,2024-04-04 13:00:00,Withdrawal,524.94,24,2227.16,1540,Travel,Bangalore,Normal
2271,15637315,2024-04-04 14:00:00,Transfer,1590.48,1,161.5,1947,Food,Hyderabad,Normal
2272,15791700,2024-04-04 15:00:00,Payment,8912.57,48,13409.41,1386,Online,Hyderabad,Suspicious
2273,15709252,2024-04-04 16:00:00,Deposit,19679.22,10,3947.85,2530,Retail,Mumbai,Normal
2274,15682541,2024-04-04 17:00:00,Payment,3404.58,13,662.79,187,Travel,Bangalore,Normal
2275,15611409,2024-04-04 18:00:00,Transfer,48.74,36,757.16,1630,Online,Hyderabad,Normal
2276,15714046,2024-04-04 19:00:00,Deposit,754.37,9,3374.29,2914,Food,Delhi,Normal
2277,15730830,2024-04-04 20:00:00,Payment,1943.63,14,1763.74,1640,Bills,Delhi,Normal
2278,15763874,2024-04-04 21:00:00,Payment,4320.69,36,5953.61,1493,Bills,Bangalore,Normal
2279,15619116,2024-04-04 22:00:00,Transfer,390.31,10,3156.93,1007,Online,Delhi,Normal
2280,15800031,2024-04-04 23:00:00,Payment,14354.96,40,2271.94,2412,Retail,Mumbai,Normal
2281,15666652,2024-04-05 00:00:00,Transfer,2271.31,23,13185.21,1291,Bills,Bangalore,Normal
2282,15658409,2024-04-05 01:00:00,Withdrawal,12185.4,35,1981.97,182,Online,Hyderabad,Normal
2283,15715750,2024-04-05 02:00:00,Transfer,7582.51,7,2047.38,1659,Travel,Delhi,Normal
2284,15632324,2024-04-05 03:00:00,Withdrawal,7041.42,42,4383.73,2826,Food,Mumbai,Normal
2285,15623730,2024-04-05 04:00:00,Deposit,4666.16,35,6631.96,2911,Retail,Hyderabad,Normal
2286,15652401,2024-04-05 05:00:00,Payment,4927.99,2,3936.3,2885,Retail,Chennai,Normal
2287,15698816,2024-04-05 06:00:00,Transfer,5080.6,15,4797.4,2835,Travel,Mumbai,Normal
2288,15718064,2024-04-05 07:00:00,Transfer,4954.01,9,1866.8,1085,Retail,Delhi,Normal
2289,15669301,2024-04-05 08:00:00,Payment,4034.14,47,2611.84,2609,Online,Mumbai,Normal
2290,15625592,2024-04-05 09:00:00,Payment,21493.58,17,877.78,82,Retail,Chennai,Suspicious
2291,15787204,2024-04-05 10:00:00,Deposit,6589.27,39,4560.82,2795,Retail,Chennai,Normal
2292,15572792,2024-04-05 11:00:00,Deposit,7501.72,18,1001.3,1784,Retail,Mumbai,Normal
2293,15612627,2024-04-05 12:00:00,Transfer,10296.74,15,5.03,1358,Online,Hyderabad,Normal
2294,15587233,2024-04-05 13:00:00,Deposit,1214.43,18,10858.01,2422,Food,Hyderabad,Normal
2295,15717770,2024-04-05 14:00:00,Withdrawal,437.63,24,1461.22,30,Bills,Chennai,Normal
2296,15631222,2024-04-05 15:00:00,Deposit,3297.54,23,875.77,196,Retail,Bangalore,Normal
2297,15633233,2024-04-05 16:00:00,Deposit,3608.56,12,1248.7,2394,Travel,Bangalore,Normal
2298,15772262,2024-04-05 17:00:00,Transfer,8835.78,23,1604.58,994,Travel,Hyderabad,Normal
2299,15699309,2024-04-05 18:00:00,Withdrawal,2932.99,21,2573.97,2975,Online,Bangalore,Normal
2300,15726403,2024-04-05 19:00:00,Deposit,4229.78,26,287.5,1915,Food,Hyderabad,Normal
2301,15757559,2024-04-05 20:00:00,Withdrawal,3744.05,8,216.44,302,Retail,Delhi,Normal
2302,15614520,2024-04-05 21:00:00,Withdrawal,194.76,30,1386.39,1722,Online,Hyderabad,Normal
2303,15756992,2024-04-05 22:00:00,Withdrawal,4775.35,34,1402.58,2450,Bills,Delhi,Normal
2304,15696361,2024-04-05 23:00:00,Payment,8802.56,2,500.65,929,Food,Chennai,Normal
2305,15801904,2024-04-06 00:00:00,Payment,856.91,5,2075.37,2278,Food,Bangalore,Normal
2306,15608338,2024-04-06 01:00:00,Payment,4511.1,31,1336.46,2217,Online,Chennai,Normal
2307,15791321,2024-04-06 02:00:00,Payment,4502.22,33,105.6,2383,Travel,Mumbai,Normal
2308,15736420,2024-04-06 03:00:00,Transfer,896.74,4,8676.44,1249,Food,Mumbai,Normal
2309,15768367,2024-04-06 04:00:00,Deposit,658.89,6,8686.89,389,Travel,Chennai,Normal
2310,15611331,2024-04-06 05:00:00,Payment,19573.12,23,938.75,2384,Food,Hyderabad,Normal
2311,15783865,2024-04-06 06:00:00,Transfer,2502.06,45,711.11,2069,Food,Hyderabad,Normal
2312,15571529,2024-04-06 07:00:00,Deposit,1290.11,19,3170.04,2410,Food,Bangalore,Normal
2313,15682048,2024-04-06 08:00:00,Payment,939.63,43,3985.16,363,Bills,Chennai,Normal
2314,15694860,2024-04-06 09:00:00,Deposit,5507.11,45,12637.01,2594,Travel,Mumbai,Normal
2315,15697045,2024-04-06 10:00:00,Payment,4700.94,8,1895.07,760,Bills,Chennai,Normal
2316,15578238,2024-04-06 11:00:00,Transfer,5157.84,39,3851.44,2843,Travel,Chennai,Normal
2317,15576526,2024-04-06 12:00:00,Withdrawal,460.61,13,8420.88,1527,Bills,Bangalore,Normal
2318,15751561,2024-04-06 13:00:00,Withdrawal,11199.68,1,2391.01,1447,Bills,Hyderabad,Normal
2319,15603319,2024-04-06 14:00:00,Deposit,2465.47,6,522.01,1773,Bills,Mumbai,Normal
2320,15794560,2024-04-06 15:00:00,Transfer,1879.79,7,1895.71,2862,Online,Bangalore,Normal
2321,15786643,2024-04-06 16:00:00,Withdrawal,3102.84,48,587.36,1630,Bills,Mumbai,Normal
2322,15719170,2024-04-06 17:00:00,Payment,2472.02,27,67.12,1433,Food,Mumbai,Normal
2323,15605737,2024-04-06 18:00:00,Withdrawal,9959.97,15,5570.1,50,Retail,Hyderabad,Normal
2324,15641835,2024-04-06 19:00:00,Deposit,13243.79,34,1089.46,2003,Bills,Hyderabad,Normal
2325,15579826,2024-04-06 20:00:00,Deposit,1808.1,23,8.04,908,Retail,Bangalore,Normal
2326,15634772,2024-04-06 21:00:00,Transfer,9973.14,48,8236.43,206,Retail,Delhi,Normal
2327,15668385,2024-04-06 22:00:00,Deposit,7605.38,49,2346.43,1416,Food,Bangalore,Normal
2328,15612615,2024-04-06 23:00:00,Withdrawal,13354.33,24,1091.75,2099,Retail,Bangalore,Normal
2329,15791535,2024-04-07 00:00:00,Withdrawal,1410.16,15,1219.53,2914,Retail,Delhi,Normal
2330,15814816,2024-04-07 01:00:00,Withdrawal,4301.43,35,1100.58,2625,Retail,Mumbai,Normal
2331,15631054,2024-04-07 02:00:00,Withdrawal,1604.78,4,865.45,2327,Travel,Chennai,Normal
2332,15809817,2024-04-07 03:00:00,Transfer,8689.04,44,7361.1,690,Bills,Delhi,Normal
2333,15636454,2024-04-07 04:00:00,Payment,26.69,37,746.92,1229,Bills,Chennai,Normal
2334,15791326,2024-04-07 05:00:00,Payment,4159.97,17,3300.82,155,Retail,Mumbai,Normal
2335,15680278,2024-04-07 06:00:00,Transfer,2071.55,31,321.89,1299,Food,Delhi,Normal
2336,15814092,2024-04-07 07:00:00,Deposit,1948.08,38,11944.82,640,Travel,Hyderabad,Normal
2337,15748947,2024-04-07 08:00:00,Payment,5176.87,10,3698.44,1324,Food,Bangalore,Normal
2338,15613962,2024-04-07 09:00:00,Deposit,9535.33,27,9338.47,1039,Food,Delhi,Normal
2339,15646756,2024-04-07 10:00:00,Payment,4697.74,42,2029.18,2121,Retail,Delhi,Normal
2340,15721779,2024-04-07 11:00:00,Deposit,9592.5,6,6657.1,1787,Online,Mumbai,Normal
2341,15641715,2024-04-07 12:00:00,Transfer,1536.68,6,7687.14,1994,Retail,Hyderabad,Normal
2342,15627305,2024-04-07 13:00:00,Withdrawal,3664.66,15,4855.41,577,Online,Delhi,Normal
2343,15620204,2024-04-07 14:00:00,Deposit,2994.07,4,390.22,1221,Travel,Hyderabad,Normal
2344,15787459,2024-04-07 15:00:00,Withdrawal,58.57,48,64.84,2512,Online,Chennai,Normal
2345,15755084,2024-04-07 16:00:00,Deposit,4068.81,40,738.38,1083,Retail,Delhi,Normal
2346,15743759,2024-04-07 17:00:00,Deposit,5416.52,7,502.69,2871,Retail,Hyderabad,Normal
2347,15586680,2024-04-07 18:00:00,Deposit,4481.39,49,5165.94,1650,Food,Bangalore,Normal
2348,15623791,2024-04-07 19:00:00,Deposit,6664.33,45,3256.8,2434,Retail,Mumbai,Normal
2349,15603594,2024-04-07 20:00:00,Deposit,4235.45,47,2985.78,1852,Retail,Hyderabad,Normal
2350,15774393,2024-04-07 21:00:00,Withdrawal,345.41,26,1166.05,1301,Bills,Mumbai,Normal
2351,15689268,2024-04-07 22:00:00,Deposit,619.01,31,671.82,1749,Bills,Delhi,Normal
2352,15792649,2024-04-07 23:00:00,Withdrawal,4537.58,2,925.45,282,Food,Delhi,Normal
2353,15570931,2024-04-08 00:00:00,Transfer,1607.77,28,2045.15,2862,Online,Chennai,Normal
2354,15704771,2024-04-08 01:00:00,Payment,414.98,42,5390.5,2798,Online,Mumbai,Normal
2355,15731890,2024-04-08 02:00:00,Deposit,2807.11,13,1174.89,1589,Bills,Bangalore,Normal
2356,15682070,2024-04-08 03:00:00,Payment,4040.8,18,4797.44,766,Travel,Bangalore,Normal
2357,15786469,2024-04-08 04:00:00,Withdrawal,1993.04,30,2705.25,2076,Bills,Hyderabad,Normal
2358,15589195,2024-04-08 05:00:00,Transfer,6372.58,11,8666.66,929,Travel,Bangalore,Normal
2359,15805429,2024-04-08 06:00:00,Transfer,5160.9,13,1060.63,1958,Online,Mumbai,Normal
2360,15645463,2024-04-08 07:00:00,Transfer,2023.46,24,2397.58,2200,Bills,Delhi,Normal
2361,15757632,2024-04-08 08:00:00,Payment,7029.88,29,406.65,1347,Retail,Mumbai,Normal
2362,15652626,2024-04-08 09:00:00,Withdrawal,5230.5,5,1632.79,2762,Travel,Mumbai,Normal
2363,15783629,2024-04-08 10:00:00,Deposit,5072.9,35,2828.01,2220,Travel,Delhi,Normal
2364,15793491,2024-04-08 11:00:00,Deposit,4030.77,19,5278.14,1032,Travel,Mumbai,Normal
2365,15762123,2024-04-08 12:00:00,Withdrawal,57.28,13,882.97,1952,Online,Bangalore,Normal
2366,15663164,2024-04-08 13:00:00,Payment,5961.99,5,984.07,2588,Food,Hyderabad,Normal
2367,15641122,2024-04-08 14:00:00,Deposit,2358.36,44,3994.1,2001,Retail,Hyderabad,Normal
2368,15775153,2024-04-08 15:00:00,Withdrawal,14289.4,14,1928.03,2134,Bills,Mumbai,Normal
2369,15618213,2024-04-08 16:00:00,Deposit,8518.32,38,2631.85,71,Travel,Delhi,Normal
2370,15583033,2024-04-08 17:00:00,Transfer,4429.95,22,7234.85,2898,Online,Chennai,Normal
2371,15566312,2024-04-08 18:00:00,Deposit,1452.98,9,2765.26,1877,Travel,Mumbai,Normal
2372,15788659,2024-04-08 19:00:00,Payment,1139.01,49,4227.96,372,Bills,Mumbai,Normal
2373,15778489,2024-04-08 20:00:00,Withdrawal,2080.49,40,4277.48,361,Retail,Chennai,Normal
2374,15626578,2024-04-08 21:00:00,Payment,3236.74,26,6510.65,1490,Travel,Hyderabad,Normal
2375,15641575,2024-04-08 22:00:00,Withdrawal,1755.35,45,4065.99,370,Online,Hyderabad,Normal
2376,15787255,2024-04-08 23:00:00,Transfer,3617.31,5,268.02,2418,Online,Chennai,Normal
2377,15756804,2024-04-09 00:00:00,Withdrawal,903.84,29,1675.25,2926,Food,Delhi,Normal
2378,15666197,2024-04-09 01:00:00,Deposit,19018.72,22,18156.1,2259,Online,Mumbai,Suspicious
2379,15678571,2024-04-09 02:00:00,Deposit,571.02,49,875.16,1730,Food,Bangalore,Normal
2380,15611186,2024-04-09 03:00:00,Transfer,13437.13,3,3534.61,1317,Retail,Hyderabad,Normal
2381,15752915,2024-04-09 04:00:00,Withdrawal,12242.57,28,7404.53,1263,Bills,Hyderabad,Normal
2382,15650351,2024-04-09 05:00:00,Transfer,3726.0,38,3532.96,2600,Food,Hyderabad,Normal
2383,15695846,2024-04-09 06:00:00,Deposit,6453.29,14,1862.58,2259,Travel,Delhi,Normal
2384,15585067,2024-04-09 07:00:00,Payment,2863.93,47,334.52,1497,Travel,Chennai,Normal
2385,15614220,2024-04-09 08:00:00,Transfer,4971.73,14,1795.57,2328,Bills,Delhi,Normal
2386,15595388,2024-04-09 09:00:00,Payment,2081.94,43,803.9,167,Online,Hyderabad,Normal
2387,15658987,2024-04-09 10:00:00,Payment,1791.66,11,12962.73,2828,Travel,Mumbai,Normal
2388,15714920,2024-04-09 11:00:00,Withdrawal,4316.47,9,5021.51,2531,Food,Hyderabad,Normal
2389,15600583,2024-04-09 12:00:00,Transfer,3447.07,38,5535.32,2960,Bills,Mumbai,Normal
2390,15702566,2024-04-09 13:00:00,Payment,4331.99,47,2290.59,116,Travel,Mumbai,Normal
2391,15609510,2024-04-09 14:00:00,Payment,1688.99,44,465.98,1863,Online,Hyderabad,Normal
2392,15603065,2024-04-09 15:00:00,Withdrawal,2286.09,6,1240.89,2370,Online,Hyderabad,Normal
2393,15612050,2024-04-09 16:00:00,Withdrawal,438.14,1,1202.86,2169,Travel,Mumbai,Normal
2394,15633194,2024-04-09 17:00:00,Deposit,268.46,25,2668.2,237,Bills,Delhi,Normal
2395,15752508,2024-04-09 18:00:00,Payment,1461.51,16,2472.01,2263,Retail,Delhi,Normal
2396,15777923,2024-04-09 19:00:00,Deposit,385.74,15,2272.46,1880,Travel,Delhi,Normal
2397,15747174,2024-04-09 20:00:00,Payment,547.82,34,2740.54,1717,Online,Bangalore,Normal
2398,15706764,2024-04-09 21:00:00,Deposit,8381.32,17,17378.33,2233,Retail,Mumbai,Suspicious
2399,15743582,2024-04-09 22:00:00,Withdrawal,198.25,3,1417.3,2370,Bills,Bangalore,Normal
2400,15695299,2024-04-09 23:00:00,Transfer,5378.53,3,3820.85,2610,Online,Bangalore,Normal
2401,15581295,2024-04-10 00:00:00,Withdrawal,1591.1,37,1095.16,2238,Bills,Mumbai,Normal
2402,15632439,2024-04-10 01:00:00,Deposit,10260.91,17,2513.98,1538,Travel,Bangalore,Normal
2403,15690744,2024-04-10 02:00:00,Deposit,3317.87,49,892.82,1556,Bills,Mumbai,Normal
2404,15689168,2024-04-10 03:00:00,Transfer,1823.37,38,3267.52,880,Online,Chennai,Normal
2405,15717879,2024-04-10 04:00:00,Payment,3645.31,1,1231.6,2233,Travel,Chennai,Normal
2406,15675888,2024-04-10 05:00:00,Deposit,2405.99,7,149.93,2220,Online,Mumbai,Normal
2407,15566708,2024-04-10 06:00:00,Deposit,4154.02,26,6755.46,2639,Online,Mumbai,Normal
2408,15620268,2024-04-10 07:00:00,Deposit,608.2,47,549.03,2112,Retail,Mumbai,Normal
2409,15644179,2024-04-10 08:00:00,Transfer,29029.91,39,1835.71,253,Food,Delhi,Suspicious
2410,15754999,2024-04-10 09:00:00,Withdrawal,2771.76,19,2594.05,2745,Bills,Mumbai,Normal
2411,15729412,2024-04-10 10:00:00,Deposit,2140.32,30,2265.92,2470,Bills,Hyderabad,Normal
2412,15806922,2024-04-10 11:00:00,Transfer,6192.99,43,5173.63,2485,Retail,Chennai,Normal
2413,15726556,2024-04-10 12:00:00,Deposit,2261.99,14,3633.06,1441,Bills,Chennai,Normal
2414,15624397,2024-04-10 13:00:00,Payment,8957.03,13,1400.34,1749,Retail,Mumbai,Normal
2415,15777599,2024-04-10 14:00:00,Transfer,3028.16,20,212.35,326,Bills,Chennai,Normal
2416,15591489,2024-04-10 15:00:00,Deposit,6356.95,26,5837.1,352,Bills,Mumbai,Normal
2417,15752857,2024-04-10 16:00:00,Transfer,568.38,27,1738.71,1907,Online,Mumbai,Normal
2418,15757916,2024-04-10 17:00:00,Deposit,9357.88,25,8819.1,1541,Retail,Chennai,Normal
2419,15658972,2024-04-10 18:00:00,Withdrawal,6653.69,9,2010.48,2116,Bills,Chennai,Normal
2420,15745399,2024-04-10 19:00:00,Deposit,1189.49,41,5058.55,534,Food,Hyderabad,Normal
2421,15812611,2024-04-10 20:00:00,Transfer,784.94,48,11224.73,2830,Retail,Bangalore,Normal
2422,15574122,2024-04-10 21:00:00,Payment,1901.12,12,4212.48,1590,Retail,Hyderabad,Normal
2423,15598266,2024-04-10 22:00:00,Payment,18663.23,10,2134.25,1395,Retail,Hyderabad,Normal
2424,15718465,2024-04-10 23:00:00,Payment,1484.16,6,3351.76,2317,Online,Chennai,Normal
2425,15595917,2024-04-11 00:00:00,Deposit,3045.2,34,3136.19,716,Retail,Hyderabad,Normal
2426,15585451,2024-04-11 01:00:00,Withdrawal,152.4,41,3516.17,2047,Online,Chennai,Normal
